stac_id,collect_id,datetime,start_datetime,end_datetime,center_lon,center_lat,platform,constellation,instrument_mode,frequency_band,center_frequency,polarizations,orbit_state,product_type,observation_direction,incidence_angle,azimuth,squint_angle,layover_angle,look_angle,resolution_range,resolution_azimuth,resolution_ground_range,pixel_spacing_range,pixel_spacing_azimuth,image_length,image_width,looks_range,looks_azimuth,orbital_plane,collection_type,super_classe,stac_browser_link
CAPELLA_C13_SP_SLC_HH_20251102121853_20251102121903,783bd741-a77f-4201-8c09-03b6ac46dd0d,2025-11-02T12:18:58.320027Z,2025-11-02T12:18:56.728938Z,2025-11-02T12:18:59.911116Z,-121.870479475,37.318881365,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.4,0.0,-0.1,33.0,0.22,0.44,0.37,0.34,0.41,5010.78917606729,8171.28401086857,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-11/capella-open-data-2025-11-02/CAPELLA_C13_SP_SLC_HH_20251102121853_20251102121903/CAPELLA_C13_SP_SLC_HH_20251102121853_20251102121903.json
CAPELLA_C13_SP_SLC_HH_20250713042241_20250713042250,3dffd76a-759b-4561-af67-f67b5b6efed9,2025-07-13T04:22:46.036685Z,2025-07-13T04:22:44.440048Z,2025-07-13T04:22:47.633323Z,-121.87088503,37.31847157,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.8,38.4,0.0,-0.1,33.2,0.22,0.44,0.37,0.34,0.41,5010.259989443699,8116.904355516405,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-07/capella-open-data-2025-07-13/CAPELLA_C13_SP_SLC_HH_20250713042241_20250713042250/CAPELLA_C13_SP_SLC_HH_20250713042241_20250713042250.json
CAPELLA_C13_SP_SLC_HH_20250212032155_20250212032205,9a28ff34-af5a-408e-9a19-13fe0bff0fcb,2025-02-12T03:22:00.494881Z,2025-02-12T03:21:55.682198Z,2025-02-12T03:22:05.307565Z,-118.072513065,34.83275098,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,319.4,0.1,,33.6,0.22,0.15,0.37,0.34,0.14,5020.258850322882,9999.584423821012,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-12/CAPELLA_C13_SP_SLC_HH_20250212032155_20250212032205/CAPELLA_C13_SP_SLC_HH_20250212032155_20250212032205.json
CAPELLA_C09_SP_SLC_HH_20230827191514_20230827191542,3980358c-1f88-4e4f-8d65-37530249e649,2023-08-27T19:15:28.517768Z,2023-08-27T19:15:26.989748Z,2023-08-27T19:15:30.045789Z,118.77064288,-23.184348685000003,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,35.6,218.0,0.0,,32.2,0.27,0.44,0.46,0.42,0.41,5022.397824627986,5090.902072181738,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-08/capella-open-data-2023-08-27/CAPELLA_C09_SP_SLC_HH_20230827191514_20230827191542/CAPELLA_C09_SP_SLC_HH_20230827191514_20230827191542.json
CAPELLA_C02_SP_SLC_HH_20210629043252_20210629043255,619a57c7-bbf6-4993-a0f1-2e3f2bab4329,2021-06-29T04:32:53.556841Z,2021-06-29T04:32:40.116697Z,2021-06-29T04:33:06.996985Z,-74.03749519,40.65907462,capella-2,capella,spotlight,X,9.65,HH,descending,SLC,right,40.9,10.5,0.0,,37.1,0.32,0.05,0.49,0.46,0.05,5011.840544314608,4999.630852634229,1,1,45,spotlight_legacy,costa,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-06/capella-open-data-2021-06-29/CAPELLA_C02_SP_SLC_HH_20210629043252_20210629043255/CAPELLA_C02_SP_SLC_HH_20210629043252_20210629043255.json
CAPELLA_C13_SP_SLC_HH_20250511194358_20250511194407,56c8be57-6b9d-496a-88b1-914bc9351483,2025-05-11T19:44:03.057665Z,2025-05-11T19:44:01.456094Z,2025-05-11T19:44:04.659237Z,-118.07288282,34.833171195,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,318.9,0.0,0.1,33.6,0.22,0.44,0.36,0.34,0.41,5010.957266425225,10057.999087552962,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-11/CAPELLA_C13_SP_SLC_HH_20250511194358_20250511194407/CAPELLA_C13_SP_SLC_HH_20250511194358_20250511194407.json
CAPELLA_C13_SP_GEO_HH_20250520232145_20250520232155,591ec156-37eb-4ab0-9904-5017efd9c246,2025-05-20T23:21:50.408675Z,2025-05-20T23:21:45.631252Z,2025-05-20T23:21:55.186099Z,-121.87045211,37.31896044,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.4,0.0,-0.1,33.0,0.32,0.56,0.53,0.34,0.34,5010.751725685257,8185.661134981279,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-20/CAPELLA_C13_SP_GEO_HH_20250520232145_20250520232155/CAPELLA_C13_SP_GEO_HH_20250520232145_20250520232155.json
CAPELLA_C13_SP_GEO_HH_20250805054859_20250805054928,e9af71f4-1fb5-47b7-89e2-cac8cc43d21a,2025-08-05T05:49:13.736565Z,2025-08-05T05:48:59.421282Z,2025-08-05T05:49:28.051849Z,153.017792745,-27.476714190000003,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,35.2,52.1,0.0,0.2,31.7,0.32,0.56,0.55,0.35,0.35,5059.873218098988,10144.87188915692,1,9,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-05/CAPELLA_C13_SP_GEO_HH_20250805054859_20250805054928/CAPELLA_C13_SP_GEO_HH_20250805054859_20250805054928.json
CAPELLA_C09_SP_GEO_HH_20240504093925_20240504093954,b09b2d23-8924-4af5-b24f-72d0378711e2,2024-05-04T09:39:40.028511Z,2024-05-04T09:39:25.810105Z,2024-05-04T09:39:54.246918Z,136.83453232,-30.42985843,capella-9,capella,spotlight,X,9.65,HH,descending,GEO,left,42.9,209.8,0.0,,38.8,0.38,0.56,0.56,0.35,0.35,5008.395617701137,5106.058827550369,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-05/capella-open-data-2024-05-04/CAPELLA_C09_SP_GEO_HH_20240504093925_20240504093954/CAPELLA_C09_SP_GEO_HH_20240504093925_20240504093954.json
CAPELLA_C14_SP_SLC_HH_20240818010936_20240818010947,dc2295ed-7e48-41ec-bb79-362c159af850,2024-08-18T01:09:41.802962Z,2024-08-18T01:09:36.733603Z,2024-08-18T01:09:46.872322Z,118.771061725,-23.18293385,capella-14,capella,spotlight,X,9.65,HH,ascending,SLC,right,42.0,314.7,0.0,,37.7,0.27,0.15,0.4,0.38,0.14,5011.573472402395,4999.850056764295,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-18/CAPELLA_C14_SP_SLC_HH_20240818010936_20240818010947/CAPELLA_C14_SP_SLC_HH_20240818010936_20240818010947.json
CAPELLA_C13_SP_SLC_HH_20250128083814_20250128083824,0dda45c8-e87b-4b8e-b64c-1a91af44ff8f,2025-01-28T08:38:19.374417Z,2025-01-28T08:38:14.565346Z,2025-01-28T08:38:24.183488Z,-118.07254267,34.832728135,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,318.8,0.1,,33.6,0.22,0.15,0.37,0.35,0.14,5025.681096455806,9999.896620452198,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-01/capella-open-data-2025-01-28/CAPELLA_C13_SP_SLC_HH_20250128083814_20250128083824/CAPELLA_C13_SP_SLC_HH_20250128083814_20250128083824.json
CAPELLA_C13_SP_GEO_HH_20250524013815_20250524013828,98fe66cb-6408-44e9-90c6-1e5320cfda82,2025-05-24T01:38:21.984926Z,2025-05-24T01:38:15.627063Z,2025-05-24T01:38:28.342790Z,-155.28625707,19.421423805,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.9,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.56544277896,10087.43973298271,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-24/CAPELLA_C13_SP_GEO_HH_20250524013815_20250524013828/CAPELLA_C13_SP_GEO_HH_20250524013815_20250524013828.json
CAPELLA_C13_SP_GEO_HH_20250614081115_20250614081127,04f0ce33-57b9-47e2-a27b-39813b697c63,2025-06-14T08:11:21.901801Z,2025-06-14T08:11:15.970548Z,2025-06-14T08:11:27.833055Z,-155.286922675,19.421055985,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0.0,0.1,46.1,0.32,0.56,0.4,0.26,0.26,5043.3254760825785,10537.387427947342,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-14/CAPELLA_C13_SP_GEO_HH_20250614081115_20250614081127/CAPELLA_C13_SP_GEO_HH_20250614081115_20250614081127.json
CAPELLA_C13_SP_SLC_HH_20250613080802_20250613080811,7352484e-73b7-4861-a1b7-f4b6f442ca03,2025-06-13T08:08:07.280149Z,2025-06-13T08:08:05.679198Z,2025-06-13T08:08:08.881101Z,-118.07252446,34.832833405,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.2,318.8,0.0,0.1,33.5,0.22,0.44,0.37,0.34,0.41,5011.3631525587225,10063.189284917684,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-13/CAPELLA_C13_SP_SLC_HH_20250613080802_20250613080811/CAPELLA_C13_SP_SLC_HH_20250613080802_20250613080811.json
CAPELLA_C13_SP_SLC_HH_20241223013514_20241223013517,a162fb95-8e7d-4fcd-9a00-8e81379b5d1f,2024-12-23T01:35:16.044448Z,2024-12-23T01:35:14.554582Z,2024-12-23T01:35:17.534314Z,122.23594409,-21.75444949,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.4,-0.2,,26.5,0.22,0.46,0.45,0.43,0.43,5021.92305974979,4999.476278787174,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-23/CAPELLA_C13_SP_SLC_HH_20241223013514_20241223013517/CAPELLA_C13_SP_SLC_HH_20241223013514_20241223013517.json
CAPELLA_C13_SP_SLC_HH_20250128152550_20250128152600,3fe0f541-9ce3-4b55-b5a8-cf94f0096393,2025-01-28T15:25:55.647775Z,2025-01-28T15:25:50.863571Z,2025-01-28T15:26:00.431980Z,-121.870857275,37.318451005,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,39.0,-0.1,,33.0,0.22,0.15,0.38,0.35,0.14,5016.057848190144,7999.594317325948,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-01/capella-open-data-2025-01-28/CAPELLA_C13_SP_SLC_HH_20250128152550_20250128152600/CAPELLA_C13_SP_SLC_HH_20250128152550_20250128152600.json
CAPELLA_C10_SP_SLC_HH_20231116173336_20231116173413,ba67cbce-84fc-4e4f-9702-524d761b7173,2023-11-16T17:33:54.956732Z,2023-11-16T17:33:52.973155Z,2023-11-16T17:33:56.940310Z,122.412103945,-28.81714073,capella-10,capella,spotlight,X,9.65,HH,ascending,SLC,right,53.8,318.1,0.0,,47.7,0.27,0.44,0.33,0.3,0.41,5052.312211831515,5106.105224910623,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-11/capella-open-data-2023-11-16/CAPELLA_C10_SP_SLC_HH_20231116173336_20231116173413/CAPELLA_C10_SP_SLC_HH_20231116173336_20231116173413.json
CAPELLA_C09_SP_GEO_HH_20240903054031_20240903054057,d4b0ff9a-28d4-4cdc-8420-821c88714ab1,2024-09-03T05:40:44.336816Z,2024-09-03T05:40:31.408485Z,2024-09-03T05:40:57.265148Z,136.834515775,-30.429869695,capella-9,capella,spotlight,X,9.65,HH,descending,GEO,left,38.9,210.5,0.0,,35.4,0.38,0.56,0.61,0.35,0.35,5016.548080705708,5087.203080236612,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-09/capella-open-data-2024-09-03/CAPELLA_C09_SP_GEO_HH_20240903054031_20240903054057/CAPELLA_C09_SP_GEO_HH_20240903054031_20240903054057.json
CAPELLA_C13_SP_SLC_HH_20250224091548_20250224091627,09ea5da7-2396-4d9d-8c6f-3cd25f87b1ab,2025-02-24T09:16:08.251507Z,2025-02-24T09:15:48.825456Z,2025-02-24T09:16:27.677559Z,-155.286895235,19.420956175,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,56.0,49.8,0.0,,49.2,0.26,0.05,0.31,0.29,0.05,5020.923240153764,9999.632174978013,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-24/CAPELLA_C13_SP_SLC_HH_20250224091548_20250224091627/CAPELLA_C13_SP_SLC_HH_20250224091548_20250224091627.json
CAPELLA_C13_SP_GEO_HH_20250318190029_20250318190038,6ae8f123-c283-44a3-ae31-02cd3ebcca9d,2025-03-18T19:00:33.571914Z,2025-03-18T19:00:29.098881Z,2025-03-18T19:00:38.044947Z,122.235884125,-21.75450074,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.5,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.459315961512,5067.527633256896,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-18/CAPELLA_C13_SP_GEO_HH_20250318190029_20250318190038/CAPELLA_C13_SP_GEO_HH_20250318190029_20250318190038.json
CAPELLA_C13_SP_GEO_HH_20250310175230_20250310175240,43a12388-aaf3-42d6-a9dc-0b27c35f271e,2025-03-10T17:52:35.426022Z,2025-03-10T17:52:30.621839Z,2025-03-10T17:52:40.230205Z,-118.072906215,34.833003195,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.2,318.9,0.1,,33.5,0.32,0.56,0.52,0.34,0.34,5011.297024304151,10020.402209757163,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-10/CAPELLA_C13_SP_GEO_HH_20250310175230_20250310175240/CAPELLA_C13_SP_GEO_HH_20250310175230_20250310175240.json
CAPELLA_C13_SP_GEO_HH_20250315113656_20250315113727,9314f342-8278-4605-894c-b33fc3b000f0,2025-03-15T11:37:11.771847Z,2025-03-15T11:36:56.466218Z,2025-03-15T11:37:27.077476Z,147.29329405,-42.985982875000005,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,39.6,208.5,0.1,,35.5,0.32,0.56,0.5,0.32,0.32,5004.242610000066,5066.1476636653815,1,9,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-15/CAPELLA_C13_SP_GEO_HH_20250315113656_20250315113727/CAPELLA_C13_SP_GEO_HH_20250315113656_20250315113727.json
CAPELLA_C13_SP_SLC_HH_20241130054331_20241130054340,3eb96108-b73a-490c-8628-b43c24a2bcd7,2024-11-30T05:43:36.068515Z,2024-11-30T05:43:31.257142Z,2024-11-30T05:43:40.879888Z,-118.072511815,34.83275205,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,318.8,0.1,,33.6,0.22,0.15,0.37,0.34,0.14,5020.272095035112,9999.584763610696,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-30/CAPELLA_C13_SP_SLC_HH_20241130054331_20241130054340/CAPELLA_C13_SP_SLC_HH_20241130054331_20241130054340.json
CAPELLA_C08_SP_GEO_HH_20230421135351_20230421135415,07a543fe-9769-4776-978b-3d4daecf06d5,2023-04-21T13:54:04.167199Z,2023-04-21T13:53:53.358422Z,2023-04-21T13:54:14.975977Z,121.51337879,-30.77341147,capella-8,capella,spotlight,X,9.65,HH,ascending,GEO,left,47.0,79.3,0.0,,42.8,0.38,0.56,0.52,0.33,0.33,5013.012000403673,5053.559180151622,1,8,97,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-04/capella-open-data-2023-04-21/CAPELLA_C08_SP_GEO_HH_20230421135351_20230421135415/CAPELLA_C08_SP_GEO_HH_20230421135351_20230421135415.json
CAPELLA_C13_SP_SLC_HH_20250122173220_20250122173230,2cbb8cf8-ef71-413e-baee-edaf345fa55a,2025-01-22T17:32:25.643993Z,2025-01-22T17:32:20.858961Z,2025-01-22T17:32:30.429026Z,-121.870857965,37.318451335,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.9,-0.1,,33.0,0.22,0.15,0.38,0.35,0.14,5016.024743513282,7999.593519828559,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-01/capella-open-data-2025-01-22/CAPELLA_C13_SP_SLC_HH_20250122173220_20250122173230/CAPELLA_C13_SP_SLC_HH_20250122173220_20250122173230.json
CAPELLA_C13_SP_GEO_HH_20250925052105_20250925052118,2c2099aa-5185-4feb-96c0-2e7a43965306,2025-09-25T05:21:12.617309Z,2025-09-25T05:21:06.225575Z,2025-09-25T05:21:19.009044Z,-155.28623633,19.42144065,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.653742918051,10088.84672324374,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-25/CAPELLA_C13_SP_GEO_HH_20250925052105_20250925052118/CAPELLA_C13_SP_GEO_HH_20250925052105_20250925052118.json
CAPELLA_C09_SP_SLC_HH_20230722103123_20230722103153,89878651-5659-40de-a31e-6b5f3869a7bc,2023-07-22T10:31:37.959399Z,2023-07-22T10:31:36.337498Z,2023-07-22T10:31:39.581301Z,118.77071448,-23.18427099,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,41.2,217.1,0.0,,37.1,0.27,0.44,0.4,0.37,0.41,5014.24000790619,5065.933100195464,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-07/capella-open-data-2023-07-22/CAPELLA_C09_SP_SLC_HH_20230722103123_20230722103153/CAPELLA_C09_SP_SLC_HH_20230722103123_20230722103153.json
CAPELLA_C07_SP_GEO_HH_20220915051835_20220915051857,6ad57bd7-87d5-4fe7-b302-62821d213ede,2022-09-15T05:18:46.399842Z,2022-09-15T05:18:35.461456Z,2022-09-15T05:18:57.338228Z,-118.07842487,34.801040525,capella-7,capella,spotlight,X,9.65,HH,ascending,GEO,left,29.0,50.4,0.0,,26.5,0.38,0.64,0.79,0.35,0.35,5061.584634579993,5005.671243989771,1,9,97,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-09/capella-open-data-2022-09-15/CAPELLA_C07_SP_GEO_HH_20220915051835_20220915051857/CAPELLA_C07_SP_GEO_HH_20220915051835_20220915051857.json
CAPELLA_C13_SP_SLC_HH_20250121150232_20250121150241,c6a1b676-8716-4e25-9e72-dbbffba400dc,2025-01-21T15:02:36.641895Z,2025-01-21T15:02:32.161164Z,2025-01-21T15:02:41.122626Z,122.23594039,-21.754450885,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.6,-0.2,,26.5,0.22,0.15,0.46,0.43,0.14,5022.192211231695,4999.470713762279,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-01/capella-open-data-2025-01-21/CAPELLA_C13_SP_SLC_HH_20250121150232_20250121150241/CAPELLA_C13_SP_SLC_HH_20250121150232_20250121150241.json
CAPELLA_C13_SP_SLC_HH_20250330144727_20250330144736,1e41d7c4-4c9f-4c38-94f2-b82cc78df969,2025-03-30T14:47:31.753210Z,2025-03-30T14:47:30.263051Z,2025-03-30T14:47:33.243369Z,122.2358592,-21.754453005,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.5,0.0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.819637686822,5078.128657574845,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-30/CAPELLA_C13_SP_SLC_HH_20250330144727_20250330144736/CAPELLA_C13_SP_SLC_HH_20250330144727_20250330144736.json
CAPELLA_C13_SP_SLC_HH_20250604100119_20250604100128,1612c86f-a90b-47c8-a2d7-6715e0d49714,2025-06-04T10:01:24.032188Z,2025-06-04T10:01:22.472129Z,2025-06-04T10:01:25.592248Z,-0.414444445,38.385089905,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,34.7,37.4,0.0,-0.1,31.3,0.22,0.44,0.39,0.36,0.41,5012.927522209797,5121.787532124135,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-04/CAPELLA_C13_SP_SLC_HH_20250604100119_20250604100128/CAPELLA_C13_SP_SLC_HH_20250604100119_20250604100128.json
CAPELLA_C13_SP_GEO_HH_20251021195142_20251021195155,adb31eb8-6ec7-4bdc-aeb8-9706f9b39d5f,2025-10-21T19:51:48.831994Z,2025-10-21T19:51:42.439291Z,2025-10-21T19:51:55.224697Z,-155.28625666,19.421423755,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.660213048395,10088.609348678336,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-10/capella-open-data-2025-10-21/CAPELLA_C13_SP_GEO_HH_20251021195142_20251021195155/CAPELLA_C13_SP_GEO_HH_20251021195142_20251021195155.json
CAPELLA_C14_SP_GEO_HH_20240813005530_20240813005600,74027ead-320a-44c0-82ba-5b2f541bcb60,2024-08-13T00:55:46.267822Z,2024-08-13T00:55:31.528156Z,2024-08-13T00:56:01.007488Z,-121.515483115,39.534580205,capella-14,capella,spotlight,X,9.65,HH,ascending,GEO,right,39.3,343.3,0.0,,35.3,0.38,0.56,0.6,0.35,0.35,5005.739789898171,4951.64786211323,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-13/CAPELLA_C14_SP_GEO_HH_20240813005530_20240813005600/CAPELLA_C14_SP_GEO_HH_20240813005530_20240813005600.json
CAPELLA_C13_SP_GEO_HH_20251111122850_20251111122903,9d88301a-5646-4931-b81d-1129b63b2049,2025-11-11T12:28:56.582521Z,2025-11-11T12:28:50.189885Z,2025-11-11T12:29:02.975157Z,-155.28623650999998,19.42144056,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.6,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.6270810908845,10088.125316544458,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-11/capella-open-data-2025-11-11/CAPELLA_C13_SP_GEO_HH_20251111122850_20251111122903/CAPELLA_C13_SP_GEO_HH_20251111122850_20251111122903.json
CAPELLA_C13_SP_GEO_HH_20241208065130_20241208065139,f23d00bb-2572-4fdf-9430-617f9ad2304f,2024-12-08T06:51:35.242755Z,2024-12-08T06:51:30.768801Z,2024-12-08T06:51:39.716709Z,122.235884315,-21.754500815,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.6,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.593852125478,5073.563480346058,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-08/CAPELLA_C13_SP_GEO_HH_20241208065130_20241208065139/CAPELLA_C13_SP_GEO_HH_20241208065130_20241208065139.json
