stac_id,collect_id,datetime,start_datetime,end_datetime,center_lon,center_lat,platform,constellation,instrument_mode,frequency_band,center_frequency,polarizations,orbit_state,product_type,observation_direction,incidence_angle,azimuth,squint_angle,layover_angle,look_angle,resolution_range,resolution_azimuth,resolution_ground_range,pixel_spacing_range,pixel_spacing_azimuth,image_length,image_width,looks_range,looks_azimuth,orbital_plane,collection_type,super_classe,stac_browser_link
CAPELLA_C13_SP_SLC_HH_20250208160036_20250208160112,ecd7478a-f0e3-4601-ba7d-f89ca0684f69,2025-02-08T16:00:54.450504Z,2025-02-08T16:00:36.908229Z,2025-02-08T16:01:11.992780Z,-155.104912425,19.389033665,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,50.5,235.4,0.0,,44.8,0.26,0.05,0.33,0.31,0.05,5032.416104607353,14999.547409814462,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-08/CAPELLA_C13_SP_SLC_HH_20250208160036_20250208160112/CAPELLA_C13_SP_SLC_HH_20250208160036_20250208160112.json
CAPELLA_C13_SP_SLC_HH_20250224231138_20250224231214,b508c3ef-046b-4f50-8680-a5f602ad7c64,2025-02-24T23:11:54.628252Z,2025-02-24T23:11:36.433756Z,2025-02-24T23:12:12.822749Z,-155.28691665500003,19.42108125,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.4,123.0,0.0,,46.3,0.26,0.05,0.32,0.3,0.05,5021.44252507678,9999.76156466366,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-24/CAPELLA_C13_SP_SLC_HH_20250224231138_20250224231214/CAPELLA_C13_SP_SLC_HH_20250224231138_20250224231214.json
CAPELLA_C10_SP_GEO_HH_20240323112619_20240323112653,e9449e3a-edd5-48d6-bd34-a0a9513b37dc,2024-03-23T11:26:36.098403Z,2024-03-23T11:26:19.444563Z,2024-03-23T11:26:52.752243Z,132.91139751,-12.684220555,capella-10,capella,spotlight,X,9.65,HH,ascending,GEO,left,51.4,136.6,0.0,,45.9,0.38,0.56,0.49,0.31,0.31,5007.211607913379,5128.117579440678,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-03/capella-open-data-2024-03-23/CAPELLA_C10_SP_GEO_HH_20240323112619_20240323112653/CAPELLA_C10_SP_GEO_HH_20240323112619_20240323112653.json
CAPELLA_C13_SP_SLC_HH_20250727161902_20250727161912,374ddf6d-eaa9-4d32-b8f6-247a2266d108,2025-07-27T16:19:07.856375Z,2025-07-27T16:19:06.255090Z,2025-07-27T16:19:09.457660Z,-118.07288158,34.83317266,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,318.9,0.0,0.1,33.5,0.22,0.44,0.37,0.34,0.41,5011.346280055618,10061.507678441496,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-07/capella-open-data-2025-07-27/CAPELLA_C13_SP_SLC_HH_20250727161902_20250727161912/CAPELLA_C13_SP_SLC_HH_20250727161902_20250727161912.json
CAPELLA_C06_SP_GEO_HH_20220618010220_20220618010245,4d76ec79-ae07-4e9f-8374-813cee2aa45c,2022-06-18T01:02:33.115814Z,2022-06-18T01:02:20.681262Z,2022-06-18T01:02:45.550367Z,-72.229990345,44.889022915,capella-6,capella,spotlight,X,9.65,HH,ascending,GEO,right,41.8,350.9,0.0,,37.7,0.38,0.64,0.57,0.35,0.35,5002.619521441521,4958.780382447188,1,8,53,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-06/capella-open-data-2022-06-18/CAPELLA_C06_SP_GEO_HH_20220618010220_20220618010245/CAPELLA_C06_SP_GEO_HH_20220618010220_20220618010245.json
CAPELLA_C14_SP_GEO_HH_20240711063805_20240711063817,190d0380-c7da-4bd7-995e-51575230253c,2024-07-11T06:38:11.648292Z,2024-07-11T06:38:05.638465Z,2024-07-11T06:38:17.658119Z,118.77075017,-23.18328617,capella-14,capella,spotlight,X,9.65,HH,descending,GEO,right,52.8,46.8,0.0,,46.7,0.38,0.56,0.48,0.3,0.3,5045.971875340794,5179.558596356394,1,3,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-11/CAPELLA_C14_SP_GEO_HH_20240711063805_20240711063817/CAPELLA_C14_SP_GEO_HH_20240711063805_20240711063817.json
CAPELLA_C13_SP_SLC_HH_20251022094733_20251022094745,8ec318e3-72b3-4f3e-8b48-4caf423ed13b,2025-10-22T09:47:39.843374Z,2025-10-22T09:47:37.862659Z,2025-10-22T09:47:41.824090Z,-155.28614034499998,19.42055759,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0.0,0.1,46.1,0.22,0.44,0.28,0.26,0.41,5042.726423957618,10050.639973818528,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-10/capella-open-data-2025-10-22/CAPELLA_C13_SP_SLC_HH_20251022094733_20251022094745/CAPELLA_C13_SP_SLC_HH_20251022094733_20251022094745.json
CAPELLA_C13_SP_SLC_HH_20250515184355_20250515184407,3f3ea9d6-2eaf-4026-b3f0-3697fbbfad2b,2025-05-15T18:44:01.170219Z,2025-05-15T18:43:59.189178Z,2025-05-15T18:44:03.151261Z,-155.28616869,19.420575515,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0.0,0.0,46.1,0.22,0.44,0.28,0.26,0.41,5042.665603431965,10049.849520156858,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-15/CAPELLA_C13_SP_SLC_HH_20250515184355_20250515184407/CAPELLA_C13_SP_SLC_HH_20250515184355_20250515184407.json
CAPELLA_C13_SP_SLC_HH_20251021163157_20251021163206,fee3492e-9e7f-4db0-ae45-bf654323396e,2025-10-21T16:32:01.672813Z,2025-10-21T16:32:00.081552Z,2025-10-21T16:32:03.264075Z,-121.870883775,37.318472605,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.4,0.0,-0.1,33.0,0.22,0.44,0.37,0.34,0.41,5010.783868291484,8168.586738235951,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-10/capella-open-data-2025-10-21/CAPELLA_C13_SP_SLC_HH_20251021163157_20251021163206/CAPELLA_C13_SP_SLC_HH_20251021163157_20251021163206.json
CAPELLA_C13_SP_SLC_HH_20250513225828_20250513225837,32a40cdd-522d-49be-9458-f09690977ed5,2025-05-13T22:58:32.859408Z,2025-05-13T22:58:31.369260Z,2025-05-13T22:58:34.349557Z,122.23585899,-21.754453305,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.8,0.0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.620747272993,5076.741572300877,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-13/CAPELLA_C13_SP_SLC_HH_20250513225828_20250513225837/CAPELLA_C13_SP_SLC_HH_20250513225828_20250513225837.json
CAPELLA_C13_SP_GEO_HH_20250613181524_20250613181537,9724d05a-c3ca-45d3-ae82-5273faf83b0e,2025-06-13T18:15:31.076188Z,2025-06-13T18:15:24.683891Z,2025-06-13T18:15:37.468486Z,-155.28625659,19.42142385,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.65584870008,10088.94384075965,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-13/CAPELLA_C13_SP_GEO_HH_20250613181524_20250613181537/CAPELLA_C13_SP_GEO_HH_20250613181524_20250613181537.json
CAPELLA_C13_SP_GEO_HH_20241215002712_20241215002722,a6e3e8ac-a6ac-46b8-84e9-e5eb81efbdba,2024-12-15T00:27:17.614237Z,2024-12-15T00:27:12.807188Z,2024-12-15T00:27:22.421286Z,-118.072904895,34.833003195,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,318.9,0.1,,33.6,0.32,0.56,0.52,0.34,0.34,5011.317194754949,10009.293199395092,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-15/CAPELLA_C13_SP_GEO_HH_20241215002712_20241215002722/CAPELLA_C13_SP_GEO_HH_20241215002712_20241215002722.json
CAPELLA_C13_SP_GEO_HH_20250808185336_20250808185346,55262c9e-86d3-4f1b-a971-f7e30ce7d36d,2025-08-08T18:53:41.563477Z,2025-08-08T18:53:36.786987Z,2025-08-08T18:53:46.339967Z,-121.870451665,37.318960865,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.4,0.0,-0.1,32.9,0.32,0.56,0.53,0.34,0.34,5010.832520264185,8190.75856815514,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-08/CAPELLA_C13_SP_GEO_HH_20250808185336_20250808185346/CAPELLA_C13_SP_GEO_HH_20250808185336_20250808185346.json
CAPELLA_C13_SP_SLC_HH_20250417082750_20250417082759,2ffb2935-6a6e-43f1-86fe-cbd191e54015,2025-04-17T08:27:55.403989Z,2025-04-17T08:27:53.913835Z,2025-04-17T08:27:56.894144Z,122.235859075,-21.754453235,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.6,0.0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.61271363567,5076.626699622837,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-04/capella-open-data-2025-04-17/CAPELLA_C13_SP_SLC_HH_20250417082750_20250417082759/CAPELLA_C13_SP_SLC_HH_20250417082750_20250417082759.json
CAPELLA_C13_SP_GEO_HH_20250505020815_20250505020824,8d9ce02d-b257-46dc-a85e-35e4045b0028,2025-05-05T02:08:20.410918Z,2025-05-05T02:08:15.943740Z,2025-05-05T02:08:24.878096Z,122.23588415,-21.754501195,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.7,0.0,-0.2,26.5,0.32,0.56,0.65,0.41,0.41,5029.65954907117,5075.797705143863,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-05/CAPELLA_C13_SP_GEO_HH_20250505020815_20250505020824/CAPELLA_C13_SP_GEO_HH_20250505020815_20250505020824.json
CAPELLA_C13_SP_GEO_HH_20250205094613_20250205094622,c0f98def-3f48-4380-91bd-ed8a8ad8f916,2025-02-05T09:46:17.889270Z,2025-02-05T09:46:13.416516Z,2025-02-05T09:46:22.362025Z,122.23588414,-21.754501125,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.4,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.675765597382,5074.529037170549,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-05/CAPELLA_C13_SP_GEO_HH_20250205094613_20250205094622/CAPELLA_C13_SP_GEO_HH_20250205094613_20250205094622.json
CAPELLA_C13_SP_SLC_HH_20241122101645_20241122101653,bbce2a11-3644-46fb-a01a-10507988ab84,2024-11-22T10:16:49.237466Z,2024-11-22T10:16:44.823217Z,2024-11-22T10:16:53.651715Z,151.21519115,-33.856796195,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,26.6,312.3,-0.1,,24.1,0.22,0.15,0.5,0.46,0.14,5019.0682506176445,4999.513821354511,1,1,53,spotlight,costa,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-22/CAPELLA_C13_SP_SLC_HH_20241122101645_20241122101653/CAPELLA_C13_SP_SLC_HH_20241122101645_20241122101653.json
CAPELLA_C03_SP_SLC_HH_20220626144405_20220626144408,cb82dc52-fc29-4958-b366-2e3a4ef81b17,2022-06-26T14:44:06.920744Z,2022-06-26T14:44:05.721398Z,2022-06-26T14:44:08.120091Z,-75.01846135,39.226548565,capella-3,capella,spotlight,X,9.65,HH,descending,SLC,right,35.3,123.0,0.0,,32.4,0.38,0.5,0.66,0.43,0.41,5022.755245289923,4977.394633586249,1,1,97,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-06/capella-open-data-2022-06-26/CAPELLA_C03_SP_SLC_HH_20220626144405_20220626144408/CAPELLA_C03_SP_SLC_HH_20220626144405_20220626144408.json
CAPELLA_C13_SP_SLC_HH_20250209042511_20250209042521,112abd7d-e1a3-48c4-a8b8-31deaa35a280,2025-02-09T04:25:16.642330Z,2025-02-09T04:25:11.831447Z,2025-02-09T04:25:21.453214Z,-118.072514,34.83275027,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,319.4,0.1,,33.6,0.22,0.15,0.37,0.34,0.14,5020.237786662955,9999.800597134375,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-09/CAPELLA_C13_SP_SLC_HH_20250209042511_20250209042521/CAPELLA_C13_SP_SLC_HH_20250209042511_20250209042521.json
CAPELLA_C13_SP_GEO_HH_20241102232936_20241102232948,ce48405e-52e8-4b1f-a6fd-0635f833a669,2024-11-02T23:29:43.070584Z,2024-11-02T23:29:37.176166Z,2024-11-02T23:29:48.965003Z,-118.07270758,34.832780525000004,capella-13,capella,spotlight,X,9.62,HH,descending,GEO,left,52.8,231.0,-0.3,,46.6,0.41,0.56,0.52,0.33,0.33,5059.761058830278,10235.494198690798,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-02/CAPELLA_C13_SP_GEO_HH_20241102232936_20241102232948/CAPELLA_C13_SP_GEO_HH_20241102232936_20241102232948.json
CAPELLA_C13_SP_SLC_HH_20250616070447_20250616070457,eeccfb62-3b50-4030-a37d-48bc398cc556,2025-06-16T07:04:52.455409Z,2025-06-16T07:04:50.854063Z,2025-06-16T07:04:54.056755Z,-118.072881685,34.833172415,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,318.9,0.0,0.1,33.6,0.22,0.44,0.36,0.34,0.41,5011.268854795577,10060.362137536911,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-16/CAPELLA_C13_SP_SLC_HH_20250616070447_20250616070457/CAPELLA_C13_SP_SLC_HH_20250616070447_20250616070457.json
CAPELLA_C13_SP_SLC_HH_20250310135605_20250310135644,041e86a8-9601-4371-8a3a-b1e1e03dc755,2025-03-10T13:56:24.631098Z,2025-03-10T13:56:22.485331Z,2025-03-10T13:56:26.776866Z,147.29301696,-42.98647975,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,54.7,201.9,0.1,,48.0,0.22,0.44,0.27,0.25,0.41,4951.766890219148,5192.794292108019,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-10/CAPELLA_C13_SP_SLC_HH_20250310135605_20250310135644/CAPELLA_C13_SP_SLC_HH_20250310135605_20250310135644.json
CAPELLA_C13_SP_SLC_HH_20250829145030_20250829145043,7d1568ca-bdb4-4670-8222-b5411784a5b3,2025-08-29T14:50:36.947191Z,2025-08-29T14:50:34.818163Z,2025-08-29T14:50:39.076219Z,-155.28630488,19.421465815,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,49.3,0.3,0.3,49.1,0.22,0.44,0.27,0.25,0.41,4981.459328825708,10198.990406677089,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-29/CAPELLA_C13_SP_SLC_HH_20250829145030_20250829145043/CAPELLA_C13_SP_SLC_HH_20250829145030_20250829145043.json
CAPELLA_C13_SP_GEO_HH_20250402134411_20250402134420,e957ff2c-9734-44a5-8a04-750f8f32eddd,2025-04-02T13:44:15.505031Z,2025-04-02T13:44:11.034536Z,2025-04-02T13:44:19.975526Z,122.235884405,-21.754500835,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.1,0.0,-0.2,26.5,0.32,0.56,0.65,0.41,0.41,5029.656088981664,5074.562694096632,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-04/capella-open-data-2025-04-02/CAPELLA_C13_SP_GEO_HH_20250402134411_20250402134420/CAPELLA_C13_SP_GEO_HH_20250402134411_20250402134420.json
CAPELLA_C14_SP_SLC_HH_20240929103128_20240929103202,13cb9a84-e34d-4ba5-ba29-08100daa6d6d,2024-09-29T10:31:45.095893Z,2024-09-29T10:31:28.213401Z,2024-09-29T10:32:01.978385Z,-121.51566894,39.53440786,capella-14,capella,spotlight,X,9.65,HH,descending,SLC,left,48.7,215.0,-0.1,,43.4,0.32,0.05,0.42,0.39,0.05,5010.855463923517,4999.571467580572,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-09/capella-open-data-2024-09-29/CAPELLA_C14_SP_SLC_HH_20240929103128_20240929103202/CAPELLA_C14_SP_SLC_HH_20240929103128_20240929103202.json
CAPELLA_C13_SP_SLC_HH_20250913233001_20250913233013,24341427-1d4b-45cc-ad23-c15ca2fcb082,2025-09-13T23:30:07.526298Z,2025-09-13T23:30:05.545401Z,2025-09-13T23:30:09.507195Z,-155.28614052,19.420557535,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0.0,0.1,46.1,0.22,0.44,0.28,0.26,0.41,5042.698768656837,10049.98895061754,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-13/CAPELLA_C13_SP_SLC_HH_20250913233001_20250913233013/CAPELLA_C13_SP_SLC_HH_20250913233001_20250913233013.json
CAPELLA_C13_SP_GEO_HH_20250319213019_20250319213029,e878aaf2-c47f-43d3-8696-b8df7f03f254,2025-03-19T21:30:24.096866Z,2025-03-19T21:30:19.323228Z,2025-03-19T21:30:28.870505Z,-121.87045203,37.31896046,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,39.5,0.0,-0.1,33.0,0.32,0.56,0.53,0.34,0.34,5010.764437659913,8186.36571163282,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-19/CAPELLA_C13_SP_GEO_HH_20250319213019_20250319213029/CAPELLA_C13_SP_GEO_HH_20250319213019_20250319213029.json
CAPELLA_C13_SP_SLC_HH_20251016115405_20251016115417,495bf103-a211-4340-9f71-60d02debcfe3,2025-10-16T11:54:11.705595Z,2025-10-16T11:54:09.724933Z,2025-10-16T11:54:13.686257Z,-155.28616839,19.42057563,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0.0,0.0,46.1,0.22,0.44,0.28,0.26,0.41,5042.734430138664,10050.96041195642,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-10/capella-open-data-2025-10-16/CAPELLA_C13_SP_SLC_HH_20251016115405_20251016115417/CAPELLA_C13_SP_SLC_HH_20251016115405_20251016115417.json
CAPELLA_C13_SP_GEO_HH_20250916051109_20250916051118,1cd035bc-6f30-4b37-8e7c-ebc9b99b4fd3,2025-09-16T05:11:13.688039Z,2025-09-16T05:11:08.912590Z,2025-09-16T05:11:18.463489Z,-121.870859615,37.318554105,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.4,0.0,-0.1,32.9,0.32,0.56,0.53,0.34,0.34,5010.763778727294,8192.934565322352,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-16/CAPELLA_C13_SP_GEO_HH_20250916051109_20250916051118/CAPELLA_C13_SP_GEO_HH_20250916051109_20250916051118.json
CAPELLA_C13_SP_GEO_HH_20250830044621_20250830044633,24e422ef-276c-456d-a59d-4d73d1247328,2025-08-30T04:46:27.368248Z,2025-08-30T04:46:21.422018Z,2025-08-30T04:46:33.314479Z,-155.28690028,19.421037985,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0.0,0.1,46.1,0.32,0.56,0.4,0.26,0.26,5043.396848820479,10212.413566575193,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-30/CAPELLA_C13_SP_GEO_HH_20250830044621_20250830044633/CAPELLA_C13_SP_GEO_HH_20250830044621_20250830044633.json
CAPELLA_C13_SP_GEO_HH_20250309134329_20250309134400,12ef55f3-78a9-4c53-b755-1a85dfce5d1b,2025-03-09T13:43:44.249359Z,2025-03-09T13:43:28.941246Z,2025-03-09T13:43:59.557473Z,147.293291695,-42.98598226,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,39.7,208.1,0.1,,35.6,0.32,0.56,0.5,0.32,0.32,5003.757054991433,5065.000395242754,1,9,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-09/CAPELLA_C13_SP_GEO_HH_20250309134329_20250309134400/CAPELLA_C13_SP_GEO_HH_20250309134329_20250309134400.json
CAPELLA_C13_SP_SLC_HH_20250408113738_20250408113747,5b361497-f476-4f75-a636-2e443c415f0a,2025-04-08T11:37:43.404792Z,2025-04-08T11:37:41.914306Z,2025-04-08T11:37:44.895279Z,122.235858095,-21.754454425,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.6,0.0,-0.2,26.5,0.22,0.44,0.45,0.42,0.41,5029.404650434115,5075.856006215639,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-04/capella-open-data-2025-04-08/CAPELLA_C13_SP_SLC_HH_20250408113738_20250408113747/CAPELLA_C13_SP_SLC_HH_20250408113738_20250408113747.json
CAPELLA_C13_SP_SLC_HH_20250802141228_20250802141238,3456ec3c-3f00-456f-91d1-6f6b194246cb,2025-08-02T14:12:33.400778Z,2025-08-02T14:12:31.800210Z,2025-08-02T14:12:35.001346Z,-118.07288276,34.83317352,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.2,318.9,0.0,0.1,33.5,0.22,0.44,0.37,0.34,0.41,5011.396054189598,10071.039806893878,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-02/CAPELLA_C13_SP_SLC_HH_20250802141228_20250802141238/CAPELLA_C13_SP_SLC_HH_20250802141228_20250802141238.json
CAPELLA_C13_SP_GEO_HH_20250503054121_20250503054131,f0208521-4a29-494e-a811-88e4b5b88dac,2025-05-03T05:41:26.351341Z,2025-05-03T05:41:21.575120Z,2025-05-03T05:41:31.127563Z,-121.870452165,37.318960695,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.8,0.0,-0.1,33.0,0.32,0.56,0.53,0.34,0.34,5010.691849085677,8187.177345874003,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-03/CAPELLA_C13_SP_GEO_HH_20250503054121_20250503054131/CAPELLA_C13_SP_GEO_HH_20250503054121_20250503054131.json
CAPELLA_C14_SP_GEO_HH_20240706182021_20240706182055,c9ee09bc-eb89-4f8d-8127-b103ff229738,2024-07-06T18:20:37.070164Z,2024-07-06T18:20:20.016330Z,2024-07-06T18:20:54.123998Z,-121.515847375,39.53388456,capella-14,capella,spotlight,X,9.65,HH,descending,GEO,right,49.2,10.6,0.0,,43.8,0.38,0.56,0.5,0.32,0.32,4979.353671230925,5077.132297037082,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-06/CAPELLA_C14_SP_GEO_HH_20240706182021_20240706182055/CAPELLA_C14_SP_GEO_HH_20240706182021_20240706182055.json
