stac_id,collect_id,datetime,start_datetime,end_datetime,center_lon,center_lat,platform,constellation,instrument_mode,frequency_band,center_frequency,polarizations,orbit_state,product_type,observation_direction,incidence_angle,azimuth,squint_angle,layover_angle,look_angle,resolution_range,resolution_azimuth,resolution_ground_range,pixel_spacing_range,pixel_spacing_azimuth,image_length,image_width,looks_range,looks_azimuth,orbital_plane,collection_type
CAPELLA_C13_SP_GEO_HH_20250318190029_20250318190038,6ae8f123-c283-44a3-ae31-02cd3ebcca9d,2025-03-18T19:00:33.571914Z,2025-03-18T19:00:29.098881Z,2025-03-18T19:00:38.044947Z,122.235884125,-21.75450074,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.5,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.459315961512,5067.527633256896,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250319155109_20250319155135,b728a462-dc62-4ca3-80ad-dd4f6a86a20a,2025-03-19T15:51:22.539825Z,2025-03-19T15:51:21.080965Z,2025-03-19T15:51:23.998686Z,147.293359275,-42.986999455,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,24.9,320.7,0,-0.2,22.6,0.22,0.44,0.52,0.48,0.42,5063.9455192443365,5106.550405344884,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250319104616_20250319104655,b51621fc-fe32-4bdd-8f3b-9f250da60468,2025-03-19T10:46:36.613603Z,2025-03-19T10:46:34.467382Z,2025-03-19T10:46:38.759825Z,147.29301685000001,-42.986479655,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,54.6,201.9,0,0.1,48,0.22,0.44,0.27,0.25,0.41,4951.816034569004,5193.333166396496,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250319155109_20250319155135,b728a462-dc62-4ca3-80ad-dd4f6a86a20a,2025-03-19T15:51:22.539662Z,2025-03-19T15:51:09.334451Z,2025-03-19T15:51:35.744874Z,147.293846815,-42.986606095,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,24.9,320.7,0,-0.2,22.6,0.32,0.56,0.75,0.42,0.42,5066.2517198302785,4703.287033845966,1,9,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250319104616_20250319104655,b51621fc-fe32-4bdd-8f3b-9f250da60468,2025-03-19T10:46:36.613932Z,2025-03-19T10:46:17.190476Z,2025-03-19T10:46:56.037389Z,147.29319917499998,-42.986291805,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,54.6,201.9,0,0.1,48,0.32,0.56,0.39,0.25,0.25,4952.434865108997,5150.172862089233,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250319144242_20250319144252,c440ad43-1e9a-429c-aa2f-f289e5ccac42,2025-03-19T14:42:47.673028Z,2025-03-19T14:42:46.072498Z,2025-03-19T14:42:49.273559Z,-118.07288228,34.833173110000004,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.2,318.8,0,0.1,33.5,0.22,0.44,0.37,0.34,0.41,5011.366954722855,10066.854751006951,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250319144242_20250319144252,c440ad43-1e9a-429c-aa2f-f289e5ccac42,2025-03-19T14:42:47.657071Z,2025-03-19T14:42:42.868691Z,2025-03-19T14:42:52.445452Z,-118.07290584500001,34.833003309999995,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.2,318.8,0,0.1,33.5,0.32,0.56,0.52,0.34,0.34,5011.357160529551,10018.202555325923,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250318103340_20250318103410,5e835211-b87e-4e34-b0da-ee8c05c8290f,2025-03-18T10:33:55.293159Z,2025-03-18T10:33:39.987303Z,2025-03-18T10:34:10.599016Z,147.29329397499998,-42.985982895,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,39.6,208.1,0.1,,35.5,0.32,0.56,0.5,0.32,0.32,5004.093253525705,5066.1485036755985,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250318103340_20250318103410,5e835211-b87e-4e34-b0da-ee8c05c8290f,2025-03-18T10:33:55.292839Z,2025-03-18T10:33:53.601773Z,2025-03-18T10:33:56.983906Z,147.29311739,-42.98639058,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,39.6,208.1,0.1,,35.5,0.22,0.44,0.35,0.32,0.41,4998.650982572556,5144.890261048695,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250318190029_20250318190038,6ae8f123-c283-44a3-ae31-02cd3ebcca9d,2025-03-18T19:00:33.571863Z,2025-03-18T19:00:32.081699Z,2025-03-18T19:00:35.062027Z,122.235859095,-21.754453249999997,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.5,-0.2,,26.5,0.22,0.44,0.45,0.42,0.41,5029.560623549507,5069.843260639258,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250317154901_20250317154937,0e7066fd-dee2-4055-b23d-103eb14b7ec8,2025-03-17T15:49:19.728484Z,2025-03-17T15:49:17.747527Z,2025-03-17T15:49:21.709441Z,-155.28616838,19.420576035000003,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124,0,,46.1,0.22,0.44,0.28,0.26,0.41,5042.73260970244,10049.590558564723,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250317154901_20250317154937,0e7066fd-dee2-4055-b23d-103eb14b7ec8,2025-03-17T15:49:19.728610Z,2025-03-17T15:49:01.797228Z,2025-03-17T15:49:37.659992Z,-155.28692969000002,19.42105664,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124,0,,46.1,0.32,0.56,0.4,0.26,0.26,5043.399880562752,10212.563984755569,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250317015309_20250317015347,9013bb58-e1f9-4306-bbdb-84f4d18bdc22,2025-03-17T01:53:28.483302Z,2025-03-17T01:53:26.353453Z,2025-03-17T01:53:30.613151Z,-155.28630479999998,19.421465519999998,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,49.7,0,,49.1,0.22,0.44,0.27,0.25,0.41,4981.403830548129,10197.842076201363,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250317015309_20250317015347,9013bb58-e1f9-4306-bbdb-84f4d18bdc22,2025-03-17T01:53:28.483178Z,2025-03-17T01:53:09.206216Z,2025-03-17T01:53:47.760140Z,-155.28625639,19.42142357,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0,,49.1,0.32,0.56,0.38,0.25,0.25,4981.6622053231495,10088.826473771413,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250316165426_20250316165452,9e8b4e02-0a82-4486-ba5e-b8749613e1b2,2025-03-16T16:54:39.349482Z,2025-03-16T16:54:37.890203Z,2025-03-16T16:54:40.808762Z,147.29335666,-42.98699965,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,25,320.7,-0.2,,22.6,0.22,0.44,0.52,0.48,0.42,5063.4819807837375,5103.669338197873,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250316165426_20250316165452,9e8b4e02-0a82-4486-ba5e-b8749613e1b2,2025-03-16T16:54:39.362033Z,2025-03-16T16:54:26.165893Z,2025-03-16T16:54:52.558173Z,147.293845315,-42.986606975,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,25,320.7,-0.2,,22.6,0.32,0.56,0.75,0.42,0.42,5065.797887946721,4700.907930601114,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250316114933_20250316115012,0622376f-ee2b-40a0-a077-162eb8285357,2025-03-16T11:49:53.452616Z,2025-03-16T11:49:51.306328Z,2025-03-16T11:49:55.598904Z,147.29301687,-42.986479695,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,54.6,202.1,0.1,,48,0.22,0.44,0.27,0.25,0.41,4951.76574401078,5193.264069459205,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250316154559_20250316154609,a5840aa1-363a-4457-8125-99d1e9b18922,2025-03-16T15:46:04.537860Z,2025-03-16T15:46:02.937097Z,2025-03-16T15:46:06.138623Z,-118.07288197,34.833172864999995,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.2,318.8,0.1,,33.5,0.22,0.44,0.37,0.34,0.41,5011.339494439562,10064.111746051338,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250316223336_20250316223345,1bc159b6-535b-4c79-8257-8deed3a9e065,2025-03-16T22:33:41.097211Z,2025-03-16T22:33:36.320343Z,2025-03-16T22:33:45.874080Z,-121.870451755,37.3189608,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.5,-0.1,,33,0.32,0.56,0.53,0.34,0.34,5010.805533811785,8189.975917327811,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250315200346_20250315200355,aac6f6bb-b437-4850-807b-0f3d34175bbd,2025-03-15T20:03:50.638974Z,2025-03-15T20:03:49.148966Z,2025-03-15T20:03:52.128983Z,122.23585929000001,-21.754453105,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,127.9,-0.2,,26.5,0.22,0.44,0.45,0.42,0.41,5029.849118831139,5075.093546929724,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250316154559_20250316154609,a5840aa1-363a-4457-8125-99d1e9b18922,2025-03-16T15:46:04.536047Z,2025-03-16T15:45:59.732890Z,2025-03-16T15:46:09.339205Z,-118.072905505,34.833003309999995,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.2,318.8,0.1,,33.5,0.32,0.56,0.52,0.34,0.34,5011.330452634635,10015.515653032919,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250315113656_20250315113727,9314f342-8278-4605-894c-b33fc3b000f0,2025-03-15T11:37:11.771847Z,2025-03-15T11:36:56.466218Z,2025-03-15T11:37:27.077476Z,147.29329405,-42.985982875000005,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,39.6,208.5,0.1,,35.5,0.32,0.56,0.5,0.32,0.32,5004.242610000066,5066.1476636653815,1,9,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250315200346_20250315200355,aac6f6bb-b437-4850-807b-0f3d34175bbd,2025-03-15T20:03:50.638931Z,2025-03-15T20:03:46.166193Z,2025-03-15T20:03:55.111669Z,122.23588434,-21.75450079,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,127.9,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.748344300766,5072.816398587029,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250315113656_20250315113727,9314f342-8278-4605-894c-b33fc3b000f0,2025-03-15T11:37:11.771461Z,2025-03-15T11:37:10.080393Z,2025-03-15T11:37:13.462529Z,147.2931175,-42.98639058,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,39.6,208.5,0.1,,35.5,0.22,0.44,0.35,0.32,0.41,4998.797053937509,5144.887903158911,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250314165217_20250314165253,21eeaa01-21bc-4fd7-9652-538071ffe308,2025-03-14T16:52:35.614125Z,2025-03-14T16:52:17.679836Z,2025-03-14T16:52:53.548415Z,-155.28692962,19.42105667,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0,,46.1,0.32,0.56,0.4,0.26,0.26,5043.391559434904,10212.224960340041,1,9,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250316114933_20250316115012,0622376f-ee2b-40a0-a077-162eb8285357,2025-03-16T11:49:53.453126Z,2025-03-16T11:49:34.028373Z,2025-03-16T11:50:12.877880Z,147.29319917,-42.986291894999994,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,54.6,202.1,0.1,,48,0.32,0.56,0.39,0.25,0.25,4952.386381193316,5150.108853098533,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250314165217_20250314165253,21eeaa01-21bc-4fd7-9652-538071ffe308,2025-03-14T16:52:35.613954Z,2025-03-14T16:52:33.632586Z,2025-03-14T16:52:37.595322Z,-155.28616844,19.420576099999998,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0,,46.1,0.22,0.44,0.28,0.26,0.41,5042.724250587973,10049.280526619665,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250314025625_20250314025704,608b2ffd-b1cd-4a4d-a11c-b83cb01ca566,2025-03-14T02:56:44.765938Z,2025-03-14T02:56:42.636288Z,2025-03-14T02:56:46.895589Z,-155.286304895,19.42146564,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,49.9,0,,49.1,0.22,0.44,0.27,0.25,0.41,4981.338157538159,10197.879142080053,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250314025625_20250314025704,608b2ffd-b1cd-4a4d-a11c-b83cb01ca566,2025-03-14T02:56:44.765892Z,2025-03-14T02:56:25.490245Z,2025-03-14T02:57:04.041539Z,-155.28625647,19.421423689999997,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.9,0,,49.1,0.32,0.56,0.38,0.25,0.25,4981.59656231715,10088.86135062942,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250313233652_20250313233702,d2fe5b7a-6ed3-4002-975d-dc411735884e,2025-03-13T23:36:57.539674Z,2025-03-13T23:36:55.948479Z,2025-03-13T23:36:59.130870Z,-121.87047960999999,37.318881445,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,39,-0.1,,32.9,0.22,0.44,0.37,0.34,0.41,5010.725766468349,8171.392861518291,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250316223336_20250316223345,1bc159b6-535b-4c79-8257-8deed3a9e065,2025-03-16T22:33:41.097158Z,2025-03-16T22:33:39.505780Z,2025-03-16T22:33:42.688536Z,-121.87047956,37.3188813,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.5,-0.1,,33,0.22,0.44,0.37,0.34,0.41,5010.780379850879,8170.568704675627,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250313175742_20250313175808,83e05898-010c-4fa0-b38b-551ec134e019,2025-03-13T17:57:55.652932Z,2025-03-13T17:57:54.193555Z,2025-03-13T17:57:57.112309Z,147.293358315,-42.986998435000004,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,25,320.8,0.6,,22.6,0.22,0.44,0.52,0.48,0.42,5064.0790701451915,5103.206260321642,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250313175742_20250313175808,83e05898-010c-4fa0-b38b-551ec134e019,2025-03-13T17:57:54.173331Z,2025-03-13T17:57:42.442676Z,2025-03-13T17:58:05.903986Z,147.29384704,-42.98660659,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,25,320.8,0.6,,22.6,0.32,0.56,0.75,0.42,0.42,5066.392679845036,4700.437892550357,1,8,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250313233652_20250313233702,d2fe5b7a-6ed3-4002-975d-dc411735884e,2025-03-13T23:36:57.539776Z,2025-03-13T23:36:52.763510Z,2025-03-13T23:37:02.316043Z,-121.87045184,37.318960985000004,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,39,-0.1,,32.9,0.32,0.56,0.53,0.34,0.34,5010.750889023448,8190.795284367822,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250313164915_20250313164925,6d0ffda0-2ef0-4adb-923a-cbd881ab8a90,2025-03-13T16:49:20.767808Z,2025-03-13T16:49:19.166817Z,2025-03-13T16:49:22.368799Z,-118.07288199999999,34.833173044999995,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.2,318.9,0.1,,33.5,0.22,0.44,0.37,0.34,0.41,5011.378928497021,10065.630864701277,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250313164915_20250313164925,6d0ffda0-2ef0-4adb-923a-cbd881ab8a90,2025-03-13T16:49:20.767861Z,2025-03-13T16:49:15.962143Z,2025-03-13T16:49:25.573579Z,-118.07290556000001,34.83300338,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.2,318.9,0.1,,33.5,0.32,0.56,0.52,0.34,0.34,5011.370119025991,10017.004077630176,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250313125249_20250313125328,0b9020d8-fe5f-4a7f-bf46-594bd80cb289,2025-03-13T12:53:09.439517Z,2025-03-13T12:53:07.293235Z,2025-03-13T12:53:11.585800Z,147.293016975,-42.98647967,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,54.6,202.1,0.1,,48,0.22,0.44,0.27,0.25,0.41,4951.762723611631,5193.486753183661,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250313125249_20250313125328,0b9020d8-fe5f-4a7f-bf46-594bd80cb289,2025-03-13T12:53:09.439966Z,2025-03-13T12:52:50.015686Z,2025-03-13T12:53:28.864247Z,147.29319927,-42.98629177,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,54.6,202.1,0.1,,48,0.32,0.56,0.39,0.25,0.25,4952.383208408537,5150.338685113199,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250312210701_20250312210710,c9094836-2ef1-4df5-9649-8dc971013251,2025-03-12T21:07:05.645720Z,2025-03-12T21:07:04.155172Z,2025-03-12T21:07:07.136268Z,122.235859205,-21.754453075,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,127.9,-0.2,,26.5,0.22,0.44,0.45,0.42,0.41,5029.676345319229,5070.397999307124,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250312124011_20250312124041,8ebfd92a-0ef8-4d57-b0aa-0f7d335c293e,2025-03-12T12:40:26.454346Z,2025-03-12T12:40:24.763437Z,2025-03-12T12:40:28.145255Z,147.29311791,-42.986390045,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,39.6,208.4,0.1,,35.5,0.22,0.44,0.35,0.32,0.41,4998.654135829722,5146.6497346821,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250311175531_20250311175607,ff61ca28-3a01-4f76-a4e3-433e06d60227,2025-03-11T17:55:49.881349Z,2025-03-11T17:55:31.938103Z,2025-03-11T17:56:07.824595Z,-155.286951415,19.421074355000002,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0,,46.1,0.32,0.56,0.4,0.26,0.26,5043.297134123672,10533.018230654583,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250311175531_20250311175607,ff61ca28-3a01-4f76-a4e3-433e06d60227,2025-03-11T17:55:49.881171Z,2025-03-11T17:55:47.898967Z,2025-03-11T17:55:51.863375Z,-155.286157845,19.42056882,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.1,124.2,0,,46.1,0.22,0.44,0.28,0.26,0.41,5042.668720425142,10358.729203527353,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250312210701_20250312210710,c9094836-2ef1-4df5-9649-8dc971013251,2025-03-12T21:07:05.645719Z,2025-03-12T21:07:01.171507Z,2025-03-12T21:07:10.119932Z,122.23588425,-21.75450059,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,127.9,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.575229300457,5068.08746522107,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250312124011_20250312124041,8ebfd92a-0ef8-4d57-b0aa-0f7d335c293e,2025-03-12T12:40:26.454734Z,2025-03-12T12:40:11.150903Z,2025-03-12T12:40:41.758565Z,147.293294485,-42.98598265,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,39.6,208.4,0.1,,35.5,0.32,0.56,0.5,0.32,0.32,5004.104113872522,5067.906358140075,1,9,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250311035939_20250311040017,c888e193-f89a-46d3-8f87-7ed0a117c81c,2025-03-11T03:59:58.584803Z,2025-03-11T03:59:39.296118Z,2025-03-11T04:00:17.873488Z,-155.28625714,19.421423195000003,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.9,49.8,0,,49.1,0.32,0.56,0.38,0.25,0.25,4981.52293791406,10085.418619671924,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250311035939_20250311040017,c888e193-f89a-46d3-8f87-7ed0a117c81c,2025-03-11T03:59:58.584901Z,2025-03-11T03:59:56.453817Z,2025-03-11T04:00:00.715986Z,-155.286305255,19.421465275000003,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.9,49.8,0,,49.1,0.22,0.44,0.27,0.25,0.41,4981.26679588966,10194.279588264973,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250311004006_20250311004016,2304bdbf-935a-46e9-b996-504c62aba8ef,2025-03-11T00:40:11.619572Z,2025-03-11T00:40:06.841009Z,2025-03-11T00:40:16.398135Z,-121.87045234499999,37.318960434999994,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.4,-0.1,,33,0.32,0.56,0.53,0.34,0.34,5010.673496468403,8184.289414280667,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250311004006_20250311004016,2304bdbf-935a-46e9-b996-504c62aba8ef,2025-03-11T00:40:11.619471Z,2025-03-11T00:40:10.027545Z,2025-03-11T00:40:13.211398Z,-121.87048032000001,37.31888094,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.4,-0.1,,33,0.22,0.44,0.37,0.34,0.41,5010.648669539266,8164.865017364924,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250310192354_20250310192406,ddd2e353-963e-4c73-ae22-1d16d634b2fe,2025-03-10T19:24:00.708892Z,2025-03-10T19:23:54.528738Z,2025-03-10T19:24:06.889046Z,-155.270098055,19.408478905000003,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,54.1,310.2,0,,47.7,0.22,0.15,0.28,0.26,0.14,5010.417803752275,4999.72513218761,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250310190056_20250310190123,7545cd2e-8f80-4503-8a6a-f2c4e8484502,2025-03-10T19:01:10.255783Z,2025-03-10T19:00:57.054203Z,2025-03-10T19:01:23.457364Z,147.293846855,-42.986605985,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,24.9,320.8,-0.2,,22.6,0.32,0.56,0.75,0.42,0.42,5066.219229692547,4704.318534130822,1,9,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250310175230_20250310175240,43a12388-aaf3-42d6-a9dc-0b27c35f271e,2025-03-10T17:52:35.426022Z,2025-03-10T17:52:30.621839Z,2025-03-10T17:52:40.230205Z,-118.072906215,34.833003195,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.2,318.9,0.1,,33.5,0.32,0.56,0.52,0.34,0.34,5011.297024304151,10020.402209757165,1,3,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250310192354_20250310192406,ddd2e353-963e-4c73-ae22-1d16d634b2fe,2025-03-10T19:24:00.711527Z,2025-03-10T19:23:54.534416Z,2025-03-10T19:24:06.888638Z,-155.270089665,19.40858133,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,54.1,310.2,0,,47.7,0.32,0.56,0.39,0.25,0.25,4987.308031846998,5021.706724333821,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250310190056_20250310190123,7545cd2e-8f80-4503-8a6a-f2c4e8484502,2025-03-10T19:01:10.255905Z,2025-03-10T19:01:08.797418Z,2025-03-10T19:01:11.714392Z,147.293359545,-42.986999605,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,24.9,320.8,-0.2,,22.6,0.22,0.44,0.52,0.48,0.42,5063.910972519368,5107.781084650065,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250309134329_20250309134400,12ef55f3-78a9-4c53-b755-1a85dfce5d1b,2025-03-09T13:43:44.249359Z,2025-03-09T13:43:28.941246Z,2025-03-09T13:43:59.557473Z,147.293291695,-42.98598226,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,39.7,208.1,0.1,,35.6,0.32,0.56,0.5,0.32,0.32,5003.757054991433,5065.000395242754,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250309221018_20250309221027,30e8d051-0b72-4f9b-86c1-13ba8fde64dd,2025-03-09T22:10:22.792111Z,2025-03-09T22:10:21.301998Z,2025-03-09T22:10:24.282225Z,122.23585931,-21.754453115,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,29.3,128.5,-0.2,,26.5,0.22,0.44,0.45,0.42,0.41,5029.789580398006,5073.986092189672,1,1,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250309134329_20250309134400,12ef55f3-78a9-4c53-b755-1a85dfce5d1b,2025-03-09T13:43:44.249076Z,2025-03-09T13:43:42.557750Z,2025-03-09T13:43:45.940403Z,147.29311526499998,-42.986389925,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,left,39.7,208.1,0.1,,35.6,0.22,0.44,0.35,0.32,0.41,4998.3186480059885,5143.740634917616,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250310135605_20250310135644,041e86a8-9601-4371-8a3a-b1e1e03dc755,2025-03-10T13:56:24.631548Z,2025-03-10T13:56:05.211378Z,2025-03-10T13:56:44.051719Z,147.29319927,-42.986292090000006,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,left,54.7,201.9,0.1,,48,0.32,0.56,0.39,0.25,0.25,4952.3865314726145,5149.619095353185,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250308050257_20250308050336,163a07d0-406f-42a8-a3b6-19623a5c39a9,2025-03-08T05:03:16.865844Z,2025-03-08T05:03:14.736074Z,2025-03-08T05:03:18.995614Z,-155.286304675,19.421465415,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.8,49.9,0,,49.1,0.22,0.44,0.27,0.25,0.41,4981.432046169042,10197.979564520632,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250308050257_20250308050336,163a07d0-406f-42a8-a3b6-19623a5c39a9,2025-03-08T05:03:16.865794Z,2025-03-08T05:02:57.588784Z,2025-03-08T05:03:36.142804Z,-155.286256265,19.42142346,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.9,0,,49.1,0.32,0.56,0.38,0.25,0.25,4981.688660203591,10088.961395419283,1,9,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250310175230_20250310175240,43a12388-aaf3-42d6-a9dc-0b27c35f271e,2025-03-10T17:52:35.425870Z,2025-03-10T17:52:33.825426Z,2025-03-10T17:52:37.026315Z,-118.07288266,34.833173224999996,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.2,318.9,0.1,,33.5,0.22,0.44,0.37,0.34,0.41,5011.307274249566,10069.093168964853,1,1,53,spotlight
CAPELLA_C13_SP_GEO_HH_20250308014324_20250308014334,655a5a71-9462-443d-bc25-c0f72226f68c,2025-03-08T01:43:29.150841Z,2025-03-08T01:43:24.373231Z,2025-03-08T01:43:33.928452Z,-121.87045193,37.31896071,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,39.4,-0.1,,33,0.32,0.56,0.53,0.34,0.34,5010.767459852703,8188.6502546103675,1,3,53,spotlight
CAPELLA_C13_SP_SLC_HH_20250308014324_20250308014334,655a5a71-9462-443d-bc25-c0f72226f68c,2025-03-08T01:43:29.150741Z,2025-03-08T01:43:27.559100Z,2025-03-08T01:43:30.742382Z,-121.87047977,37.318881255,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,39.4,-0.1,,33,0.22,0.44,0.37,0.34,0.41,5010.7421572155245,8169.238133106595,1,1,53,spotlight
